Session,Book,Index,Item,Attribution,Mei,Attachment,
28,2,22,Naginata,Tachibana Masahiro (1660),近江守法城寺橘正弘 / 万治三年十二月日,,
28,2,23,Katana,Suishinshi Masahide (1807),水心正日出 (花押) / 文化四年十一月冬至日 / 為大河内源勝孟 造之,,
28,2,24,Katana,Taikei Naotane (1833),造大慶直胤 (花押) / 天保四年仲春,,
28,2,25,Wakizashi,Taikei Naotane (1834),天保五年 / 仲秋 直胤 (花押) / 松岡直惇所蔵 / 巨勢金岡図,Wakizashi Koshirae – 後藤一乗一作金具合囗脇指拵,
28,2,26,Katana,Koyama Munetsugu (1852),撰出羽極性備前介宗次作之 / 嘉永五年二月日,,
28,2,27,Katana,Kiyomaro (1850),源清麿 / 嘉永三年二月日,,
28,2,28,Katana,Kiyomaro (1850),源清麿 / 嘉永三年八月日,,
28,2,29,Wakizashi,Tegarayama Masashige (1802),奥州白川臣手柄山正繁 / 岩国正路為竹某乞余及水心 / 子所作余則作其小余称大 / 和守之期巳近云享和壬戌二月日,,
28,2,30,Katana,Ujifusa (1606),飛騨守藤原氏房作 / 慶長十一年六月日,,
28,2,31,Katana,Omi no Kami Tsuguhira,近江守藤原継平 [Kinzōgan 二ツ胴鐔ナシ切断之 / 三ツ胴落岡田氏 眼前ニ□見ル冨田弥一左衛門尉重綱 (花押) / 延宝八年庚申十二月廿二日],,
28,2,32,Katana,Kunitsugu (1648),山城大掾藤原国次 / 於武州江戸一之胴土段払 / 慶安元年五月吉日,,
28,2,33,Katana,Shimosaka Sadatsugu,越前国下坂貞次 / (立葵紋) 重胴及度々末世劔是也,,
28,2,34,Katana,Shimosaka (1603),九州筑後二テ下坂八郎左衛門作 / 慶長八年八月吉日 樋口越前守指料,,
28,2,35,Tantō,Shimosaka,越前国下坂,,
28,2,36,Katana,Kaga Kagehira,賀州藤原景平,Aikuchi Koshirae – 黒塗秋草蒔絵合囗拵,
28,2,37,Katana,Kiyohira,南蛮以鉄作之小田原八幡山住清平 [Kinzōgan 手振立袈裟切以其刃脇毛切亦一ノ 胴切以其刃二ノ胴三ノ胴五刃切落 / 筧新兵衛尉正明指領之 / 山野勘十郎久英 (花押)],,
28,2,38,Katana,Chikuzen Moritsugu,筑前国福岡住守次,,
28,2,39,Katana,Koretsugu,筑前国福岡住是次,,
28,2,40,Wakizashi,Hizen Tadayoshi,肥前国忠吉,,
28,2,41,Katana,Hizen Tadahiro,肥前国住藤原忠広,,
28,2,42,Naginata,Hizen Tadahiro,肥前国住近江大掾藤原忠広,,
28,2,43,Wakizashi,Hizen Tadahiro,近江大掾藤原忠広,,
28,2,44,Wakizashi,Hizen Tadahiro (1674),近江大掾藤原忠広 / 延宝二年八月吉日,,
28,2,45,Wakizashi,Hizen Tadayoshi (Mutsu),肥前国住陸奥守忠吉,,
28,2,46,Wakizashi,Hizen Tadayoshi (Mutsu),肥前国住陸奥守忠吉,,
28,2,47,Katana,Hizen Masahiro,肥前国河内守大掾藤原正広,,
28,2,48,Naginata,Hizen Yukihiro,肥州出羽大掾行広,,
28,2,49,Katana,Hizen Tadakuni,肥前住播磨守藤原忠国 [Kinzōgan 寛文六年正月廿三日 / 弐ツ胴裁断 山野 加右衛門永久 (花押)],,
28,2,50,Katana,Kunihira (Satsuma) (1742),薩摩国住国平年六十八歳作之 / 寛保二年八月吉日隅州於鹿屋 造,,
28,2,51,Katana,Motohira (1783),薩陽士元平 / 天明三年癸卯二月,,
28,2,52,Katana,Masayoshi (1776),薩州住正良 / 安永五年丙申二月,,
28,2,53,Katana,Nanki Shigekuni,於南紀重国造之,,
28,2,54,Ōdachi Koshirae,,朱革包鞘大太刀拵,,
28,2,55,Tachi Koshirae,,黒塗鞘背負野太刀拵,,
28,2,56,Tachi Koshirae,,金梨子地樋螺鈿梅花蒔絵鞘府太刀拵,,
28,2,57,Tachi Koshirae,,金梨子地家紋蒔絵鞘糸巻太刀拵,,
28,2,58,Chiisagatana Koshirae,,稲むらに雀図蒔絵鞘小さ刀拵,,
28,2,59,Tsuba (牡丹山椒に蜂図鐔),Tachishi (1619),元和五年八月 [太刀師],,
28,2,60,Tsuba (秋草図鐔),Ko–Mino,Mumei [古美濃],,
28,2,61,Kogai (通定規文笄),Gotō Sōjō & Gotō Kenjō & Gotō Kakujo,宗乗作 顕乗 (花押) 覚乗 (花押),,
28,2,62,Kogai (野馬図笄),Gotō Jōshin,Mumei [乗真],,
28,2,63,Kozuka (費長坊 長伯房図小柄),Gotō Kōjō & Gotō Jujō,紋光乗 光理 (花押) – 享保十四年光理折紙),Gotō Origami (1729,
28,2,64,Futatokoromono (通定規菊桐紋二所物),Kozuka & Kogai,Gotō Tokujō – Mumei [徳乗],,
28,2,65,Menuki (牡丹獅子目貫),Gotō Eijō,Mumei [栄乗],,
28,2,66,Mitokoromono (倶梨伽羅三所物),Kozuka & Kogai,Gotō Kenjō – 後藤顕乗 (花押) Menuki – Gotō Kenjō – Mumei [顕乗],,
28,2,67,Mitokoromono (鳳凰図三所物),Kozuka & Kogai,Gotō Kenjō & Gotō Hōjō – 紋顕乗 光晃 (花押) Menuki – Gotō Kenjō – Mumei [顕乗],,
28,2,68,Mitokoromono & Fuchi & Kashira (虎豹三所物と縁頭) Kozuka & Kogai,Gotō Renjō & Gotō Keijo,紋 廉乗 光守 (花押) Menuki – Gotō Renjō – Mumei [廉乗] Fuchi & Kashira – Gotō Renjō & Gotō Enjō – 紋廉乗 光孝 (花押) – 寛政四年光守折紙) (Attachment – Gotō Origami (1777) – 安永六年光孝折紙),Gotō Origami (1792,
28,2,69,Tsuba (獅子図鐔),Gotō Enjō,後藤光孝 (花押),,
28,2,70,Tsuba (桐紋透七宝象嵌鐔),Umetada,[Kinzōgan 埋忠],,
28,2,71,Tsuba (遊猿図鐔),Tomotsune,長門国萩住 / 中井善助友恒作,,
28,2,72,Tsuba (翁鑢小田原覆輪鐔),Hikozō,Mumei [彦三],,
28,2,73,Tsuba (すずなすずしろ図鐔),Kunitomo Teiei,勢州亀山住 / 国友貞栄作,,
28,2,74,Kozuka (恵比須天図小柄),Yanagawa Naoharu,柳川直春 (花押),,
28,2,75,Mitokoromono (獅子図三所物),Kozuka & Kogai,Kikuoka Mitsuyuki – 菊岡光行 (花押)  菊岡,Menuki – Kikuoka Mitsuyuki – (短册銘,
28,2,76,Mitokoromono (桐鳳凰図三所物),Kozuka & Kogai,Ishiguro Koretsune – 石黒是常鐫 Menuki – Ishiguro Koretsune – (割短册銘) 石黒斉 是常,,
28,2,77,Mitokoromono (牡丹雉子図三所物),Kozuka & Kogai,Ishiguro Masayoshi – 石黒政美 (花押) Menuki – Ishiguro Masayoshi – (割短册銘) 三代目石黒 政美,,
28,2,78,Fuchi & Kashira (鬼やらい図縁頭),Konkan,岩本昆寛 (花押),,
28,2,79,Fuchi & Kashira (太公望図縁頭),Konkan,岩本昆寛 (花押),,
28,2,80,Fuchi & Kashira (鬼鐘馗図縁頭),Toshinaga,利寿 (花押),,
28,2,81,Tsuba (四方丸文平象嵌鐔),Kaga Zōgan,Mumei [加賀象嵌],,
28,2,82,Tsuba (衣川館図鐔),Kongosai Gassan,鼎形印 (月山),,
28,2,83,Mitokoromono (巻龍三所物),Kozuka & Kogai,Gotō Ichijō – 光代 (花押) Menuki – Gotō Ichijō – (割短 册銘) 後藤 光代 (花押),,
28,2,84,Kozuka (明烏図小柄),Gotō Ichijō,後藤法橋一乗 (花押),,
28,2,85,Mitokoromono (四季花卉図三所物),Kozuka & Kogai,Gotō Ichijō – 後藤法橋一乗 (花押) Menuki – Gotō Ichijō – (金割短冊銘) 後藤 一乗,,
28,2,86,Kozuka (和合神図小柄),Funada Ikkin,船田一琴 (花押),,
28,2,87,Mitokoromono (鳥盡図三所物),Kozuka & Kogai,Imai Nagatake – 今井氷武 (花押) Menuki – Imai Nagatake – (割側銘) 今井 享斎作,,
28,2,88,Tsuba (春景図鐔),Haruaki Hōgen (1854),春明法眼 (花押) (印) / 嘉永甲寅令月,,
28,2,89,Case (波鷹図巻莨入),Natsuo,壬辰春日倣南蘋沈銓図 / 六十五叟夏雄 (印),,
28,2,90,Case (雪中小禽図巻莨入),Natsuo,六十九叟夏雄刻 (印),,
28,2,91,Hasegawa Naotsugu Sword Book (長谷川直次 伝書),,,,
28,2,92,Message (□伝書),,,,
28,2,93,Sword Book (心之写),,,,
28,2,94,Sword Book (秘伝抄 銘尽),,,,
28,2,95,Sword Book (如手引集),,,,
28,2,96,Sword Book (劔刀銘鏡),,,,
29,1,1,Katana,den Awataguchi Kunikiyo,Mumei [伝粟田口国清],,
29,1,2,Katana,den Awataguchi Kuniyoshi,Mumei [伝粟田口国吉],,
29,1,3,Tantō,Kuniyoshi (Awataguchi),国吉,,
29,1,4,Katana,Awataguchi,Mumei [粟田口],,
29,1,5,Katana,den Awataguchi,Mumei [伝粟田口],,
29,1,6,Katana,den Rai Kunitoshi,Mumei [伝来国俊] – 宝永七年本阿 弥光忠折紙),Hon’ami Origami (1710,
29,1,7,Tantō,Rai Kunitoshi,来国俊,,
29,1,8,Tachi,Ryōkai,了戒,,
29,1,9,Katana,Rai Kunimitsu,[Kinzōgan 来国光 / 薫山 (花押)],,
29,1,10,Katana,den Rai Kunitsugu,Mumei [伝来国次],,
29,1,11,Katana,den Rai Kunihide,Mumei [伝来国秀],,
29,1,12,Katana,Nakajima Rai,Mumei [中島来],,
29,1,13,Katana,den Nakajima Rai,Mumei [伝中島来],,
29,1,14,Tantō,Nobusada,信貞,,
29,1,15,Tantō,Hasebe Kuninobu,長谷部国信,,
29,1,16,Katana,den Senju’in,Mumei [伝千手院],,
29,1,17,Katana,den Senju’in,Mumei [伝千手院],,
29,1,18,Katana,Tegai,Mumei [手掻],,
29,1,19,Katana,den Tegai,Mumei [伝手掻],,
29,1,20,Katana,den Taima,Mumei [伝当麻],,
29,1,21,Katana,den Taima,Mumei [伝当麻],,
29,1,22,Katana,den Taima,Mumei [伝当麻],,
29,1,23,Katana,den Taima,Mumei [伝当麻],,
29,1,24,Katana,Shikkake,Mumei [尻懸] – 元禄十四年本阿弥光忠折 紙),Hon’ami Origami (1701,
29,1,25,Naoshi,Shikkake,Mumei [尻懸],,
29,1,26,Katana,Kaneuji,[Kinpun ga aru 大和包氏],,
29,1,27,Wakizashi,Kaneuji,包氏 / 貞治元,,
29,1,28,Naoshi,Yamato Shizu,Mumei [大和志津],,
29,1,29,Katana,den Shizu,Mumei [伝志津],,
29,1,30,Katana,den Shizu,Mumei [伝志津],,
29,1,31,Katana,Naoe Shizu,Mumei [直江志津],,
29,1,32,Katana,den Kinjū,Mumei [伝金重],,
29,1,33,Katana,Mino Kanesada,兼定,Handachi Koshirae – 朱塗半太刀拵,
29,1,34,Tantō,Shintōgo Kunimitsu,国光 – 元禄五年本阿弥光常折紙),Hon’ami Origami (1692,
29,1,35,Tantō,Shintōgo,Mumei [新藤五],,
29,1,36,Katana,Sadamune,Mumei [貞宗],,
29,1,37,Katana,Sadamune,Mumei [貞宗],,
29,1,38,Tantō,Sadamune,[Shumei 貞宗 / 本阿 (花押)] – 正徳五年本 阿弥光忠折紙),Hon’ami Origami (1715,
29,1,39,Katana,Shitahara Terushige,武州下原住照重,,
29,1,40,Tantō,Fujishima Tomoshige,藤嶋友重,,
29,1,41,Katana,Gō,[Kinzōgan 江 / 光遜 (花押)],,
29,1,42,Katana,den Gō,Mumei [伝江],,
29,1,43,Katana,Ko–Uda,Mumei [古宇多],,
29,1,44,Katana,Ko–Uda,Mumei [古宇多],,
29,1,45,Tachi,Sukehira,備前国助平,,
29,1,46,Tachi,Ko–Bizen Shigehisa,重久,,
29,1,47,Katana,Ko–Bizen Yoshikane,Mumei [古備前吉包],,
29,1,48,Katana,den Ko–Bizen,Mumei [伝古備前],,
29,1,49,Tachi,Fukuoka Ichimonji,一,,
29,1,50,Tachi,Fukuoka Ichimonji,一,,
29,1,51,Katana,den Bizen Saburō Kunimune,Mumei [伝国宗],Tachi Koshirae – 日の丸扇紋金 具糸巻太刀拵,
29,1,52,Katana,Kagehide,[Kinzōgan 景秀 / 本阿 (花押)],,
29,1,53,Katana,den Nagamitsu,Mumei [伝長光],,
29,1,54,Katana,den Ko–Norimitsu (Late Kamakura),Mumei [伝古則光] (鎌倉末期),,
29,1,55,Wakizashi,Unji,Mumei [雲次],,
29,1,56,Tantō,Kanemitsu (1348),備前国長船住兼光 / 貞和二二年六月日,,
29,1,57,Tantō,Kanemitsu (1354),備前国長船兼光 / 文和三年十一月日,,
29,1,58,Tantō,Kanemitsu (1360),備州長船兼光 / 延文五年六月日,,
29,1,59,Katana,Motomitsu,Mumei [基光],,
29,1,60,Tachi,Bizen Sanetsugu,備前国住真次,,
29,1,61,Katana,den Kanenaga,Mumei [伝兼長],,
29,1,62,Katana,den Ōmiya,Mumei [伝大宮] [Kiritsuke 思無邪 / 寺尾氏],,
29,1,63,Katana,den Ōmiya,Mumei [伝大宮],,
29,1,64,Wakizashi,Ōmiya Nobuyoshi (1365),備州長船信良 / 貞治二二年十月日,,
29,1,65,Tachi,Hidemitsu (1377),備州長船秀光 / 永和三年六月日 – 本阿弥光忠元禄十三年折紙),Hon’ami Origami (1700,
29,1,66,Tachi,Iemori (1403),備州長船家守 / 応永十年十月日,,
29,1,67,Tachi,Yasumitsu,備州長船康光,,
29,1,68,Katana,Harumitsu (1524),備前国住長船治光 / 大永二二年二月吉日,,
29,1,69,Katana,Harumitsu (1528),治光 / 大永八年八月吉日,,
29,1,70,Katana,Yosōzaemon Sukesada (1538),備前国住長船与三左衛門尉祐定 / 天文七年二月吉日,,
29,1,71,Katana,Harumitsu (1547),備前国住長船十郎左衛門尉春光 / 天文十六年丁未八月吉日,,
29,1,72,Katana,Magoemon Kiyomitsu (1568),備前国長船孫右衛門尉清光作之 / 永禄五年八月大吉日,,
29,1,73,Tachi,Tsunetsugu,恒次,,
29,1,74,Katana,Aoe,Mumei [青江],,
29,1,75,Katana,Aoe,Mumei [青江],,
29,1,76,Tachi,Tsuguyoshi (1346),備中国住次吉作 貞和二年十 (Cut off),,
29,1,77,Katana,Mihara Masahiro,Mumei [三原正広],,
29,1,78,Katana,Ko–Mihara,Mumei [古三原],,
29,1,79,Katana,Ko–Mihara,Mumei [古三原],,
29,1,80,Katana,Ko–Mihara,Mumei [古三原],,
29,1,81,Katana,Ko–Mihara,[Shumei 三原] [古三原],,
29,1,82,Tachi,Kokubunji Sukekuni,助国,,
29,1,83,Tantō,Sa Yasuyoshi (Chōshū),安吉 [長州],,
29,1,84,Wakizashi,den Hōjōji,Mumei [伝法城寺],,
29,1,85,Tachi,Inaba Kagenaga,因州住景長,,
29,1,86,Tachi,Ko–Hōki,Mumei [古伯耆],,
29,1,87,Tachi,Ko–Hōki,Mumei [古伯耆],,
29,1,88,Katana,Ko–Hōki,Mumei [古伯耆],,
29,1,89,Wakizashi,Sa Yasuyoshi,安吉,,
29,1,90,Katana,Sa (Kōdai),[Kinpun 左 / □阿 (花押)] (後代),,
29,1,91,Tantō,Sa Yukihiro,Mumei [左行弘],,
29,1,92,Tachi,Sa Kunihiro,国弘,,
29,1,93,Wakizashi,Taira Nagamori,平長盛 [Kiritsuke 享保十四年已西十一月二十九日従 / 継豊公本田親章 江拝領],,
29,1,94,Katana,Enju,Mumei [延寿],,
29,1,95,Katana,Enju,Mumei [延寿],,
29,1,96,Katana,Naminohira Sadakiyo,薩州住貞清,,
29,2,1,Katana,Kunimichi,出羽大掾藤原来国路,,
29,2,2,Katana,Tanba no Kami Yoshimichi,丹波守吉道,,
29,2,3,Katana,Oya Kunisada,和泉守藤原国貞,,
29,2,4,Katana,Oya Kunisada,和泉守藤原国貞,,
29,2,5,Katana,Oya Kunisada,和泉守国貞,,
29,2,6,Wakizashi,Shinkai Kunisada (1672),井上和泉守国貞 / (菊紋) 寛文十二年二月日,,
29,2,7,Katana,Kuniyasu,肥後守国康,,
29,2,8,Katana,Tsuda Sukehiro,津田越前守助広,,
29,2,9,Katana,Sukenao (1682),近江守高木住助直 / 天和二年二月日,,
29,2,10,Wakizashi,Sukenao (1683),津田近江守助直 / 天和三年二月日 / 江州高木,,
29,2,11,Katana,Echigo no Kami Kanesada,越後守包貞,,
29,2,12,Katana,Echigo no Kami Kanesada,越後守包貞,,
29,2,13,Katana,Nagayuki,長幸於摂津国作之,,
29,2,14,Wakizashi,Kotetsu,長曽祢興里虎徹入道 15 Wakizashi – Kotetsu – 長曽祢興里入道乕徹,,
29,2,16,Katana,Tachibana Masahiro,近江守法城寺橘正弘,,
29,2,17,Katana,Suishinshi Masahide (1797),羽州山形之臣川部儀八郎藤原正秀 / 寛政九年丁巳二月応 / 土 州之士長澤禮平藤原延需而作之,,
29,2,18,Katana,Koyama Munetsugu (1842),固山宗次作 / 天保十三年八月吉日,,
29,2,19,Katana,Koyama Munetsugu (1861),応阿州臣義正需 / 備前介宗次作之 / 文久元年十一月日 / 於千 住太々土壇拂切手山田源蔵,,
29,2,20,Katana,Unju Korekazu (1862),藤原是一作之 / 文久二年二月吉日,,
29,2,21,Katana,Unju Korekazu (1862),石堂藤原是一精鍛/ 文久二年八月日,,
29,2,22,Katana,Kurihara Nobuhide (1866),筑前守信秀 / 慶応二年六月日,,
29,2,23,Katana,Kunitora,(菊紋) 和泉守藤原国虎 / 以颪湯鉄作之,,
29,2,24,Naginata,Teruhiro,肥後守藤原輝広,,
29,2,25,Katana,Nanki Shigekuni,於南紀重国造之,,
29,2,26,Wakizashi,Nanki Shigekuni,於南紀重国造之,,
29,2,27,Wakizashi,Nanki Shigekuni,重国,,
29,2,28,Katana,Hizen Tadahiro,肥前国住藤原忠広,,
29,2,29,Katana,Hizen Tadahiro,肥前国住近江大掾藤原忠広 [Kinzōgan 筧新兵衛尉正明指領之] [Kinzōgan 弐ツ胴三ノ胴重之切落 山野勘十郎英 (花押)],,
29,2,30,Katana,Hizen Tadayoshi (Mutsu),肥前国住陸奥守忠吉,,
29,2,31,Katana,Hizen Masahiro (1632),肥前国佐賀住正広 / 寛永九年八月吉日,,
29,2,32,Katana,Motohira (1797),奥大和守平朝臣元平 / 寛政九巳十一月,,
29,2,33,Katana,Masayoshi (1783),薩州住平正良 / 天明三年卯二月,,
29,2,34,Katana,Ason Masayuki (1804),伯耆守平朝臣正幸 / 文化元年子八月 七十二歳造,,
29,2,35,Tsuba (車透鐔),Yamakichibei,山坂吉兵へ,,
29,2,36,Kogai (菊図笄),Ko–Mino,Mumei [古美濃],,
29,2,37,Menuki (金鶴亀図目貫),Mino,Mumei [美濃],,
29,2,38,Mitokoromono (杉矢三所物),Kogai,Gotō Jōshin – Mumei [乗真] Kozuka 後藤休乗 (花押) Menuki – Gotō Kyujo – Mumei [休乗],,
29,2,39,Kozuka (玄宗楊貴妃図小柄),Gotō Tokujō,Mumei [徳乗] – 宝永 六年光寿折紙),Gotō Origami (1709,
29,2,40,Kozuka (三羽鶴図小柄),Gotō Eijō,後藤栄乗 (花押) – 寛文八年 光侶折紙),Gotō Origami (1668,
29,2,41,Mitokoromono (鶴図三所物) Kozuka & Kogai,Gotō Teijō,程乗 (花押) Menuki – Gotō Teijō – Mumei [程乗] – 元文四年光理折紙),Gotō Origami (1739,
29,2,42,Kozuka (屋島合戦図小柄),Gotō Tsujō,光寿 (花押),,
29,2,43,Kanagu (這龍図揃金具),Kozuka & Kogai & Menuki & Fuchi,Gotō Enjō & Gotō Hōjō – 延乗作 光晃 (花押),,
29,2,44,Tsuba (三国志図鐔),Masasada (1630),寛永七年 / 橋部次郎左衛門正貞作,,
29,2,45,Tsuba (葡萄文象嵌鐔),Umetada Myōjū,埋忠 / 明寿,,
29,2,46,Daishō Tsuba (波雲地七宝大小鐔),Hirata Harunari,平田春就 (花押),,
29,2,47,Tsuba (松上猛禽図鐔),Jingo,Mumei [甚五],,
29,2,48,Fuchi & Kashira (藻鯉図縁頭),,Yasuchika 安親,,
29,2,49,Tsuba (蝶図象嵌鐔),Jochiku,如竹,,
29,2,50,Tsuba (波龍図鐔),Hirado Kunishige,平戸住図重,,
29,2,51,Menuki (業平東下り図目貫),Oki,(割側銘) 応起,,
29,2,52,Tsuba (倭古詠図鐔),Norinaga,本居宣長詠 / 篤興彫鐫,,
29,2,53,Kanagu (淀城水車図揃金具),Yamazaki Kazuyoshi,(裏瓦銘) 山崎一賀 (花押),,
29,2,54,Mitokoromono (獅子三所物),Menuki,Gotō Ichijō – (金割短冊銘) 後藤 一乗 Kozuka – Gotō Ichijō – 目貫副後藤一乗 (花押) Kogai – Gotō Ichijō – 後藤一乗 (花押),,
29,2,55,Tsuba & Fuchi & Kashira (粟穂図鐔 & 縁頭),Tomei,吟松亭東明 (花押),,
29,2,56,Mitokoromono (倶梨迦羅龍図三所物),Kozuka & Kogai,Haruaki Hōgen – 法眼春明 (花押) Menuki – Haruaki Hōgen – (割銘) 法眼 春明,,
29,2,57,Kozuka (象図小柄),Shōmin,六十一翁勝珉,,
29,2,58,Tabakoire (慮汀鴨図巻莨入),Natsuo,七十叟夏雄刻,,
29,2,59,Tachi Koshirae,,鍍金地圭頭大刀,,
29,2,60,Tachi Koshirae,,金銅松喰鶴丸文毛抜形大刀拵,,
29,2,61,Chiisagatana Koshirae,,革包七宝金具小さ刀拵,,
29,2,62,Tachi Koshirae,,金梨子地丸に三引紋蒔絵金金貝鞘糸巻太刀拵,,
29,2,63,Ōdachi Koshirae,,青貝微塵塗九曜紋蒔絵鞘大太刀拵,,
29,2,64,Katana Koshirae,,黒塗葵紋散蒔絵鞘刀拵,,
29,2,65,Daishō Koshirae,,雲龍文金具半太刀大小拵,,
29,2,66,Daishō Koshirae,,金梨子地菊唐草文蒔絵鞘大小拵,,
29,2,67,Nagamaki Koshirae,,朱塗鞘長巻,,
29,2,68,Tantō Koshirae,,黒塗印籠刻藤文螺鈿蒔絵鞘合囗短刀拵,,
29,2,69,Chiisagatana Koshirae,黒塗瑞雲文鞘小さ刀拵,長船 師景/ 永享八,Tantō – Ōmiya Morokage (1438,
30,1,1,Katana,den Awataguchi Kuninobu,Mumei [伝粟田口国延],,
30,1,2,Tachi,Rai Kuniyuki,国行,,
30,1,3,Kodachi,Rai Kunitoshi,来国俊,,
30,1,4,Tantō,Rai Kunitoshi (1319–1321),来国俊 / 元応年□,,
30,1,5,Tantō,Rai Kunitoshi,来国俊,,
30,1,6,Tantō,Rai Kunitoshi,来国俊,,
30,1,7,Tantō,Rai Kunitoshi,来国俊,,
30,1,8,Tachi,Ryōkai,了戒,,
30,1,9,Katana,Ryōkai,Mumei,Hon’ami Origami – 本阿弥光忠折紙,
30,1,10,Tantō,Rai Kunimitsu,来国光,,
30,1,11,Katana,den Rai Kuninaga,Mumei [伝来国長],,
30,1,12,Katana,Rai Kunizane,[Kinzōgan 来国真 / 本阿 (花押)],,
30,1,13,Tachi,Nobukuni,信国,,
30,1,14,Tachi,Nobukuni,信国,,
30,1,15,Katana,Nobukuni,Mumei,,
30,1,16,Wakizashi,Nobukuni (1425),信国 / 応永卅二年三月,,
30,1,17,Wakizashi,Hasebe Kunishige,長谷部国重,,
30,1,18,Tantō,Hasebe Kunishige,長谷部国重,,
30,1,19,Tantō,Hasebe Kunishige,長谷部国重,,
30,1,20,Katana,Senju’in,Mumei [千手院],,
30,1,21,Katana,den Senju’in,Mumei [伝千手院],,
30,1,22,Katana,den Senju’in,Mumei [伝千手院],,
30,1,23,Kodachi,Ryūmon Nobuyoshi,延吉,Tachi Koshirae – 金梨子地蒔絵金金貝葵紋散糸巻 太刀拵,
30,1,24,Katana,den Tegai Kanetoshi,Mumei [伝手掻包利],,
30,1,25,Katana,Tegai,Mumei [手掻],,
30,1,26,Katana,Taima,Mumei [当麻],,
30,1,27,Katana,den Taima,Mumei [伝当麻],,
30,1,28,Naoshi,den Taima,Mumei [伝当麻],,
30,1,29,Naginata,den Taima,Mumei [伝当麻],,
30,1,30,Tantō,Hoshō Sadaoki,大和国藤原貞興,,
30,1,31,Wakizashi,Takagi Sadamune,Mumei [高木貞宗],Wakizashi Koshirae – 黒塗鞘脇指拵,
30,1,32,Katana,den Shizu,Mumei [伝志津],,
30,1,33,Naoshi,Shizu,[Kinzōgan 志津 / 薫山 (花押)],,
30,1,34,Katana,Naoe Shizu,Mumei [直江志津],,
30,1,35,Tantō,Mino Kanesada,兼定,Tantō Koshirae – 黒塗家紋散蒔絵鞘合囗短刀拵,
30,1,36,Wakizashi,Ujisada,氏貞,,
30,1,37,Katana,Gō,[Kinzōgan 江 / 光遜 (花押)],,
30,1,38,Katana,den Gō,Mumei [伝江]  (Attachment – Hon’ami Origami – 本阿弥光勇折紙),Uchigatana Koshirae – 変り塗腰刻鞘打刀拵,
30,1,39,Tantō,Gō,Mumei [江],,
30,1,40,Katana,den Konyūdō Kunimitsu,Mumei [伝古入道国光],,
30,1,41,Tantō,Uda Kunifusa,宇多国房,,
30,1,42,Katana,Tametsugu,Mumei [為継],,
30,1,43,Katana,den Yukimitsu,Mumei [伝行光],,
30,1,44,Katana,den Yukimitsu,Mumei [伝行光],,
30,1,45,Tantō,Yukimitsu,[Kinzōgan 行光 / 薫山 (花押)],,
30,1,46,Katana,den Sadamune,Mumei [伝貞宗],,
30,1,47,Wakizashi,Sadamune,Mumei [貞宗],,
30,1,48,Wakizashi,Hiromitsu (1364),相模国住人広光 / 貞治三年五月日,,
30,1,49,Katana,Muramasa,勢州桑名住村正作,,
30,1,50,Katana,Muramasa,村正,Uchigatana Koshirae – 印籠刻鞘打刀拵,
30,1,51,Tantō,Muramasa,村正 [Shusho ga aru 木村長門守帯之],Tantō Koshirae – 錦包印籠 刻鞘合短刀拵,
30,1,52,Tachi,Kanehira,包平,,
30,1,53,Tachi,Ko–Bizen Masazane,政真 [古備前],,
30,1,54,Tachi,Ko–Bizen,Mumei [古備前],,
30,1,55,Katana,den Ko–Bizen Yukihide,Mumei [伝古備前行秀],Hon’ami Origami – 本阿弥光 常折紙,
30,1,56,Katana,den Sukekane,Mumei [伝助包],,
30,1,57,Tachi,Kageyasu,景安,,
30,1,58,Tachi,Sadazane,貞真,,
30,1,59,Naginata,den Naganori,備前国福岡住左兵衛尉 (Cut off) [伝長則],,
30,1,60,Tachi,Yoshioka Sukemitsu (1327),一備前国吉 (Cut off) / 嘉暦二 (Cut off) [吉岡一文子助光],,
30,1,61,Katana,Yoshioka Ichimonji,[Kinzōgan 吉岡一文子 / 本阿 (花押)],,
30,1,62,Katana,Yoshioka Ichimonji,Mumei [吉岡一文子],,
30,1,63,Wakizashi,Yoshioka Ichimonji,Mumei [吉岡一文子],,
30,1,64,Katana,Mitsutada,[Kinpun 光忠] [Shusho 宝永二西年二月代三十枚折紙],Hon’ami Origami – 本阿弥光忠折紙,
30,1,65,Katana & Koshirae,Nagamitsu,Mumei [長光],Tachi Koshirae – 葦手絵蒔鞘太刀拵,
30,1,66,Tachi,Sanenaga,備前国長船 (Cut off) [真長],,
30,1,67,Tachi,Kagemitsu,備州長船住景光,,
30,1,68,Tachi,Chikakage (1319–1321),備州長船住近景 / 元応□年十月日,Tachi Koshirae – 金 梨子地菊桐紋蒔絵糸巻太刀拵,
30,1,69,Tachi,Chikakage,備州長船住近景作,Hon’ami Origami – 本阿弥光忠折紙,
30,1,70,Wakizashi,den Chikakage,Mumei [伝近景],Tachi Koshirae – 金梨子地家紋散銀蒔絵 衛府太刀拵,
30,1,71,Katana,Kanemitsu,Mumei [兼光],,
30,1,72,Katana,den Kanemitsu,Mumei [伝兼光],,
30,1,73,Katana,den Kanemitsu,Mumei [伝兼光],,
30,1,74,Katana,den Yoshimitsu,Mumei [伝義光],Hon’ami Origami – 本阿弥光忠折紙,
30,1,75,Katana,den Yoshikage,Mumei [伝義景],,
30,1,76,Naginata,den Yoshikage,Mumei [伝義景],,
